Time,Media file path,Total length,FPS,Subject,Behavior,Comment,Status,
34.687,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
36.666,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
36.928,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
42.307,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
43.710,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
49.757,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
50.854,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
53.574,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
55.871,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
59.312,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
62.800,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
74.343,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
76.359,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
92.761,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
92.853,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
135.547,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
136.910,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
148.373,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
148.834,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
178.761,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
179.099,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
202.451,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
202.617,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
206.410,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
207.605,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
209.023,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
209.811,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
226.315,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
226.499,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,3,,,START
227.600,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,3,,,STOP
227.735,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
352.893,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
358.348,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
455.079,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
455.251,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
463.331,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
511.762,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
519.589,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
520.531,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
522.338,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
523.396,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
630.632,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
630.655,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,3,,,START
631.690,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,3,,,STOP
632.366,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
647.593,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
648.078,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
649.308,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
695.908,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
733.548,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
734.455,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
773.351,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
774.526,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
778.648,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
779.097,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
786.095,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
787.581,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
797.505,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
798.640,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
825.978,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
827.042,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
833.521,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
835.728,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
859.362,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
881.494,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
916.539,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
919.347,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
920.970,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
923.445,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
953.056,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
953.210,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
954.400,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
955.919,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
967.997,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
968.493,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,START
992.996,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp26-Kinect-video.mp4,1000.100,30,,2,,,STOP
