Time,Media file path,Total length,FPS,Subject,Behavior,Comment,Status,
20.399,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,2,,,START
90.665,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,2,,,STOP
90.776,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,3,,,START
91.497,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,3,,,STOP
91.638,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,5,,,START
92.737,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,5,,,STOP
92.783,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,2,,,START
96.683,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,2,,,STOP
96.742,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,5,,,START
98.972,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,5,,,STOP
99.131,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,2,,,START
102.981,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,2,,,STOP
103.054,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,2,,,START
103.594,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,2,,,STOP
103.679,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,5,,,START
105.787,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,5,,,STOP
105.853,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,2,,,START
108.330,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,2,,,STOP
108.353,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,4,,,START
111.870,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,4,,,STOP
112.047,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,2,,,START
114.547,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,2,,,STOP
118.261,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,4,,,START
121.720,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,4,,,STOP
121.743,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,2,,,START
122.548,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,2,,,STOP
122.685,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,4,,,START
123.860,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,4,,,STOP
123.911,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,2,,,START
125.373,/Users/Bryan/Documents/Repositories/intuitive-robot-navigation/src/data/videos/Exp22-Kinect-video.mp4,1266.370,30,,2,,,STOP
