Time,Media file path,Total length,FPS,Subject,Behavior,Comment,Status,
37.926,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,6,,,START
39.667,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,6,,,STOP
39.709,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,1,,,START
41.116,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,1,,,STOP
41.649,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,6,,,START
45.586,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,6,,,STOP
46.182,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,6,,,START
47.972,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,6,,,STOP
48.115,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
50.797,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
51.220,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
53.266,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
55.446,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,1,,,START
63.415,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,1,,,STOP
63.487,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,1,,,START
65.962,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,1,,,STOP
67.522,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
68.843,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
71.039,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
73.014,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
73.783,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
74.630,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
82.276,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
82.817,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
82.850,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
83.881,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
83.937,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
84.985,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
85.008,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
117.553,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
141.538,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,6,,,START
144.248,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,6,,,STOP
144.834,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
165.556,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
165.712,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
211.949,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
212.232,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
250.925,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
251.344,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,3,,,START
252.403,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,3,,,STOP
286.058,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,0,,,START
288.948,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,0,,,STOP
288.948,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,1,,,START
290.356,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,1,,,STOP
290.517,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,0,,,START
294.501,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,0,,,STOP
294.684,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,1,,,START
297.015,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,1,,,STOP
298.800,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,1,,,START
299.341,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,1,,,STOP
299.475,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
300.980,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
301.455,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,START
302.848,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,STOP
305.234,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,START
306.139,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,STOP
307.797,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,4,,,START
308.802,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,4,,,STOP
308.957,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,4,,,START
309.655,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,4,,,STOP
309.813,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,START
311.314,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,STOP
311.844,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
312.408,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
312.554,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,START
313.319,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,STOP
315.589,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
319.764,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
328.432,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,START
330.703,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,STOP
332.426,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,START
333.658,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,STOP
334.838,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,START
336.048,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,STOP
337.577,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,START
339.637,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,STOP
341.169,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,START
341.946,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,STOP
342.543,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
343.288,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
346.893,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,4,,,START
348.115,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,4,,,STOP
348.314,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,START
349.109,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,STOP
351.961,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
356.670,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
359.524,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
362.450,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
365.175,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
367.649,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
368.934,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,4,,,START
370.077,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,4,,,STOP
371.422,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
372.733,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
373.687,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,4,,,START
374.789,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,4,,,STOP
375.371,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,START
379.035,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,STOP
379.250,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,4,,,START
380.687,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,4,,,STOP
380.867,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,START
382.005,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,STOP
382.841,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,4,,,START
385.662,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,4,,,STOP
385.849,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,START
387.112,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,STOP
388.797,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,START
389.998,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,STOP
390.546,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,START
391.585,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,STOP
391.749,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
396.776,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
397.100,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,START
410.315,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,5,,,STOP
410.437,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
432.819,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
433.029,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,START
437.224,/Users/Bryan/Downloads/Exp29-Kinect-video.mp4,977.830,30,,2,,,STOP
